,Unnamed: 0,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
847,847,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-10,19,True,2019,5.0,2.0
848,848,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-11,19,False,2019,5.0,2.0
849,849,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-11,19,False,2019,5.0,2.0
850,850,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-11,19,False,2019,5.0,2.0
851,851,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-12,19,False,2019,5.0,2.0
852,852,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-12,19,False,2019,5.0,2.0
853,853,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-12,19,False,2019,5.0,2.0
854,854,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-12,19,False,2019,5.0,2.0
855,855,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-13,20,True,2019,5.0,2.0
856,856,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-13,20,True,2019,5.0,2.0
857,857,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-13,20,True,2019,5.0,2.0
858,858,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-13,20,True,2019,5.0,2.0
859,859,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-13,20,True,2019,5.0,2.0
860,860,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-13,20,True,2019,5.0,2.0
861,861,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
862,862,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
863,863,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
864,864,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
865,865,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
866,866,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
867,867,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
868,868,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-14,20,True,2019,5.0,2.0
869,869,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-15,20,True,2019,5.0,2.0
870,870,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-15,20,True,2019,5.0,2.0
871,871,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-15,20,True,2019,5.0,2.0
872,872,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-15,20,True,2019,5.0,2.0
873,873,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-15,20,True,2019,5.0,2.0
874,874,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-15,20,True,2019,5.0,2.0
875,875,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
876,876,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
877,877,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
878,878,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
879,879,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
880,880,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
881,881,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
882,882,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
883,883,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
884,884,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
885,885,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
886,886,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
887,887,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
888,888,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-16,20,True,2019,5.0,2.0
889,889,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-17,20,True,2019,5.0,2.0
890,890,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-17,20,True,2019,5.0,2.0
891,891,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-17,20,True,2019,5.0,2.0
892,892,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-17,20,True,2019,5.0,2.0
893,893,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-17,20,True,2019,5.0,2.0
894,894,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-17,20,True,2019,5.0,2.0
895,895,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-18,20,False,2019,5.0,2.0
896,896,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-19,20,False,2019,5.0,2.0
897,897,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-19,20,False,2019,5.0,2.0
898,898,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-19,20,False,2019,5.0,2.0
899,899,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-19,20,False,2019,5.0,2.0
900,900,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
901,901,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
902,902,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
903,903,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
904,904,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
905,905,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
906,906,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
907,907,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
908,908,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
909,909,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-20,21,True,2019,5.0,2.0
910,910,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
911,911,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
912,912,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
913,913,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
914,914,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
915,915,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
916,916,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-21,21,True,2019,5.0,2.0
917,917,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
918,918,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
919,919,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
920,920,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
921,921,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
922,922,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
923,923,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
924,924,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
925,925,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-22,21,True,2019,5.0,2.0
926,926,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
927,927,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
928,928,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
929,929,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
930,930,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
931,931,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
932,932,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-23,21,True,2019,5.0,2.0
933,933,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
934,934,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
935,935,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
936,936,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
937,937,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
938,938,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
939,939,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-24,21,True,2019,5.0,2.0
940,940,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-25,21,False,2019,5.0,2.0
941,941,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-25,21,False,2019,5.0,2.0
942,942,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-25,21,False,2019,5.0,2.0
943,943,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-26,21,False,2019,5.0,2.0
944,944,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-26,21,False,2019,5.0,2.0
945,945,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-26,21,False,2019,5.0,2.0
946,946,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-26,21,False,2019,5.0,2.0
947,947,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-26,21,False,2019,5.0,2.0
948,948,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-27,22,True,2019,5.0,2.0
949,949,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-27,22,True,2019,5.0,2.0
950,950,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-27,22,True,2019,5.0,2.0
951,951,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-27,22,True,2019,5.0,2.0
952,952,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-27,22,True,2019,5.0,2.0
953,953,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-27,22,True,2019,5.0,2.0
954,954,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-28,22,True,2019,5.0,2.0
955,955,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-28,22,True,2019,5.0,2.0
956,956,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-28,22,True,2019,5.0,2.0
957,957,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
958,958,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
959,959,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
960,960,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
961,961,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
962,962,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
963,963,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-29,22,True,2019,5.0,2.0
964,964,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
965,965,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
966,966,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
967,967,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
968,968,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
969,969,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
970,970,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
971,971,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-30,22,True,2019,5.0,2.0
972,972,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-31,22,True,2019,5.0,2.0
973,973,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-31,22,True,2019,5.0,2.0
974,974,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-31,22,True,2019,5.0,2.0
975,975,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-31,22,True,2019,5.0,2.0
976,976,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-31,22,True,2019,5.0,2.0
977,977,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-05-31,22,True,2019,5.0,2.0
978,978,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-01,22,False,2019,5.0,2.0
979,979,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-02,22,False,2019,5.0,2.0
980,980,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-02,22,False,2019,5.0,2.0
981,981,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-02,22,False,2019,5.0,2.0
982,982,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-03,23,True,2019,4.0,3.0
983,983,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-03,23,True,2019,4.0,3.0
984,984,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-03,23,True,2019,4.0,3.0
985,985,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-03,23,True,2019,4.0,3.0
986,986,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-03,23,True,2019,4.0,3.0
987,987,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-03,23,True,2019,4.0,3.0
988,988,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
989,989,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
990,990,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
991,991,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
992,992,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
993,993,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
994,994,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
995,995,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-04,23,True,2019,4.0,3.0
996,996,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,2.0,2019-06-05,23,True,2019,4.0,3.0
997,997,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-05,23,True,2019,4.0,3.0
998,998,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-05,23,True,2019,4.0,3.0
999,999,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-05,23,True,2019,4.0,3.0
1000,1000,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-05,23,True,2019,4.0,3.0
1001,1001,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-05,23,True,2019,4.0,3.0
1002,1002,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-06,23,True,2019,4.0,3.0
1003,1003,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-06,23,True,2019,4.0,3.0
1004,1004,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,2.0,2019-06-06,23,True,2019,4.0,3.0
1005,1005,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-06,23,True,2019,4.0,3.0
1006,1006,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-06,23,True,2019,4.0,3.0
1007,1007,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-06,23,True,2019,4.0,3.0
1008,1008,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-07,23,False,2019,4.0,3.0
1009,1009,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-08,23,False,2019,4.0,3.0
1010,1010,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-08,23,False,2019,4.0,3.0
1011,1011,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-08,23,False,2019,4.0,3.0
1012,1012,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-08,23,False,2019,4.0,3.0
1013,1013,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-09,23,False,2019,4.0,3.0
1014,1014,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-09,23,False,2019,4.0,3.0
1015,1015,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-09,23,False,2019,4.0,3.0
1016,1016,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-09,23,False,2019,4.0,3.0
1017,1017,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-10,24,True,2019,5.0,2.0
1018,1018,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-10,24,True,2019,5.0,2.0
1019,1019,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-10,24,True,2019,5.0,2.0
1020,1020,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-10,24,True,2019,5.0,2.0
1021,1021,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-10,24,True,2019,5.0,2.0
1022,1022,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-10,24,True,2019,5.0,2.0
1023,1023,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-11,24,True,2019,5.0,2.0
1024,1024,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-11,24,True,2019,5.0,2.0
1025,1025,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-11,24,True,2019,5.0,2.0
1026,1026,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-11,24,True,2019,5.0,2.0
1027,1027,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-11,24,True,2019,5.0,2.0
1028,1028,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-11,24,True,2019,5.0,2.0
1029,1029,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1030,1030,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1031,1031,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1032,1032,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1033,1033,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1034,1034,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1035,1035,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1036,1036,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1037,1037,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1038,1038,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,2.0,2019-06-12,24,True,2019,5.0,2.0
1039,1039,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-12,24,True,2019,5.0,2.0
1040,1040,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1041,1041,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1042,1042,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1043,1043,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1044,1044,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1045,1045,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1046,1046,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-13,24,True,2019,5.0,2.0
1047,1047,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1048,1048,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1049,1049,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1050,1050,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1051,1051,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1052,1052,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1053,1053,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1054,1054,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1055,1055,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1056,1056,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-14,24,True,2019,5.0,2.0
1057,1057,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-16,24,False,2019,5.0,2.0
1058,1058,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-16,24,False,2019,5.0,2.0
1059,1059,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-17,25,True,2019,5.0,2.0
1060,1060,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-17,25,True,2019,5.0,2.0
1061,1061,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-17,25,True,2019,5.0,2.0
1062,1062,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-18,25,True,2019,5.0,2.0
1063,1063,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-18,25,True,2019,5.0,2.0
1064,1064,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-18,25,True,2019,5.0,2.0
1065,1065,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-18,25,True,2019,5.0,2.0
1066,1066,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-18,25,True,2019,5.0,2.0
1067,1067,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-19,25,True,2019,5.0,2.0
1068,1068,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-06-19,25,True,2019,5.0,2.0
