,Unnamed: 0,庫房,料號,品名,數量,帳務日期,日期,計價,工作日,週
515,1922,DLN3,A04411285,全拋式採血器,2.0,2022-02-23,202202,T-不計價,True,8
516,1923,DLN3,A04411285,全拋式採血器,4.0,2022-02-24,202202,T-不計價,True,8
517,1924,DLN3,A04411285,全拋式採血器,5.0,2022-02-25,202202,T-不計價,True,8
518,1925,DLN3,A04411285,全拋式採血器,3.0,2022-02-26,202202,T-不計價,False,8
519,1926,DLN3,A04411285,全拋式採血器,1.0,2022-02-26,202202,T-不計價,False,8
520,1927,DLN3,A04411285,全拋式採血器,5.0,2022-02-27,202202,T-不計價,False,8
521,1928,DLN3,A04411285,全拋式採血器,4.0,2022-02-28,202202,T-不計價,True,9
522,1929,DLN3,A04411285,全拋式採血器,2.0,2022-03-01,202203,T-不計價,True,9
523,1930,DLN3,A04411285,全拋式採血器,4.0,2022-03-01,202203,T-不計價,True,9
524,1931,DLN3,A04411285,全拋式採血器,4.0,2022-03-02,202203,T-不計價,True,9
525,1932,DLN3,A04411285,全拋式採血器,5.0,2022-03-02,202203,T-不計價,True,9
526,1933,DLN3,A04411285,全拋式採血器,4.0,2022-03-03,202203,T-不計價,True,9
527,1934,DLN3,A04411285,全拋式採血器,5.0,2022-03-03,202203,T-不計價,True,9
528,1935,DLN3,A04411285,全拋式採血器,4.0,2022-03-04,202203,T-不計價,True,9
529,1936,DLN3,A04411285,全拋式採血器,4.0,2022-03-04,202203,T-不計價,True,9
530,1937,DLN3,A04411285,全拋式採血器,1.0,2022-03-04,202203,T-不計價,True,9
531,1938,DLN3,A04411285,全拋式採血器,3.0,2022-03-05,202203,T-不計價,False,9
532,1939,DLN3,A04411285,全拋式採血器,3.0,2022-03-05,202203,T-不計價,False,9
533,1940,DLN3,A04411285,全拋式採血器,2.0,2022-03-05,202203,T-不計價,False,9
534,1941,DLN3,A04411285,全拋式採血器,3.0,2022-03-06,202203,T-不計價,False,9
535,1942,DLN3,A04411285,全拋式採血器,4.0,2022-03-06,202203,T-不計價,False,9
536,1943,DLN3,A04411285,全拋式採血器,4.0,2022-03-06,202203,T-不計價,False,9
537,1944,DLN3,A04411285,全拋式採血器,-1.0,2022-03-06,202203,T-不計價,False,9
538,1945,DLN3,A04411285,全拋式採血器,4.0,2022-03-07,202203,T-不計價,True,10
539,1946,DLN3,A04411285,全拋式採血器,4.0,2022-03-07,202203,T-不計價,True,10
540,1947,DLN3,A04411285,全拋式採血器,2.0,2022-03-07,202203,T-不計價,True,10
541,1948,DLN3,A04411285,全拋式採血器,6.0,2022-03-08,202203,T-不計價,True,10
542,1949,DLN3,A04411285,全拋式採血器,4.0,2022-03-08,202203,T-不計價,True,10
543,1950,DLN3,A04411285,全拋式採血器,2.0,2022-03-08,202203,T-不計價,True,10
544,1951,DLN3,A04411285,全拋式採血器,5.0,2022-03-09,202203,T-不計價,True,10
545,1952,DLN3,A04411285,全拋式採血器,2.0,2022-03-09,202203,T-不計價,True,10
546,1953,DLN3,A04411285,全拋式採血器,2.0,2022-03-09,202203,T-不計價,True,10
547,1954,DLN3,A04411285,全拋式採血器,3.0,2022-03-10,202203,T-不計價,True,10
548,1955,DLN3,A04411285,全拋式採血器,5.0,2022-03-10,202203,T-不計價,True,10
549,1956,DLN3,A04411285,全拋式採血器,1.0,2022-03-10,202203,T-不計價,True,10
550,1957,DLN3,A04411285,全拋式採血器,6.0,2022-03-11,202203,T-不計價,True,10
551,1958,DLN3,A04411285,全拋式採血器,2.0,2022-03-11,202203,T-不計價,True,10
552,1959,DLN3,A04411285,全拋式採血器,4.0,2022-03-11,202203,T-不計價,True,10
553,1960,DLN3,A04411285,全拋式採血器,4.0,2022-03-12,202203,T-不計價,False,10
554,1961,DLN3,A04411285,全拋式採血器,5.0,2022-03-12,202203,T-不計價,False,10
555,1962,DLN3,A04411285,全拋式採血器,2.0,2022-03-12,202203,T-不計價,False,10
556,1963,DLN3,A04411285,全拋式採血器,2.0,2022-03-13,202203,T-不計價,False,10
557,1964,DLN3,A04411285,全拋式採血器,5.0,2022-03-13,202203,T-不計價,False,10
558,1965,DLN3,A04411285,全拋式採血器,5.0,2022-03-13,202203,T-不計價,False,10
559,1966,DLN3,A04411285,全拋式採血器,3.0,2022-03-14,202203,T-不計價,True,11
560,1967,DLN3,A04411285,全拋式採血器,1.0,2022-03-14,202203,T-不計價,True,11
561,1968,DLN3,A04411285,全拋式採血器,5.0,2022-03-14,202203,T-不計價,True,11
562,1969,DLN3,A04411285,全拋式採血器,1.0,2022-03-14,202203,T-不計價,True,11
563,1970,DLN3,A04411285,全拋式採血器,4.0,2022-03-15,202203,T-不計價,True,11
564,1971,DLN3,A04411285,全拋式採血器,4.0,2022-03-15,202203,T-不計價,True,11
565,1972,DLN3,A04411285,全拋式採血器,1.0,2022-03-15,202203,T-不計價,True,11
566,1973,DLN3,A04411285,全拋式採血器,4.0,2022-03-16,202203,T-不計價,True,11
567,1974,DLN3,A04411285,全拋式採血器,4.0,2022-03-16,202203,T-不計價,True,11
568,1975,DLN3,A04411285,全拋式採血器,2.0,2022-03-16,202203,T-不計價,True,11
569,1976,DLN3,A04411285,全拋式採血器,4.0,2022-03-17,202203,T-不計價,True,11
570,1977,DLN3,A04411285,全拋式採血器,4.0,2022-03-17,202203,T-不計價,True,11
571,1978,DLN3,A04411285,全拋式採血器,2.0,2022-03-17,202203,T-不計價,True,11
572,1979,DLN3,A04411285,全拋式採血器,4.0,2022-03-18,202203,T-不計價,True,11
573,1980,DLN3,A04411285,全拋式採血器,1.0,2022-03-18,202203,T-不計價,True,11
574,1981,DLN3,A04411285,全拋式採血器,1.0,2022-03-19,202203,T-不計價,False,11
575,1982,DLN3,A04411285,全拋式採血器,4.0,2022-03-19,202203,T-不計價,False,11
576,1983,DLN3,A04411285,全拋式採血器,3.0,2022-03-20,202203,T-不計價,False,11
577,1984,DLN3,A04411285,全拋式採血器,2.0,2022-03-20,202203,T-不計價,False,11
578,1985,DLN3,A04411285,全拋式採血器,4.0,2022-03-21,202203,T-不計價,True,12
579,1986,DLN3,A04411285,全拋式採血器,2.0,2022-03-21,202203,T-不計價,True,12
580,1987,DLN3,A04411285,全拋式採血器,2.0,2022-03-22,202203,T-不計價,True,12
581,1988,DLN3,A04411285,全拋式採血器,6.0,2022-03-22,202203,T-不計價,True,12
582,1989,DLN3,A04411285,全拋式採血器,5.0,2022-03-23,202203,T-不計價,True,12
583,1990,DLN3,A04411285,全拋式採血器,1.0,2022-03-23,202203,T-不計價,True,12
584,1991,DLN3,A04411285,全拋式採血器,4.0,2022-03-24,202203,T-不計價,True,12
585,1992,DLN3,A04411285,全拋式採血器,1.0,2022-03-24,202203,T-不計價,True,12
586,1993,DLN3,A04411285,全拋式採血器,5.0,2022-03-25,202203,T-不計價,True,12
587,1994,DLN3,A04411285,全拋式採血器,4.0,2022-03-26,202203,T-不計價,False,12
588,1995,DLN3,A04411285,全拋式採血器,5.0,2022-03-27,202203,T-不計價,False,12
589,1996,DLN3,A04411285,全拋式採血器,5.0,2022-03-28,202203,T-不計價,True,13
590,1997,DLN3,A04411285,全拋式採血器,6.0,2022-03-29,202203,T-不計價,True,13
591,1998,DLN3,A04411285,全拋式採血器,5.0,2022-03-30,202203,T-不計價,True,13
592,1999,DLN3,A04411285,全拋式採血器,4.0,2022-03-31,202203,T-不計價,True,13
593,2000,DLN3,A04411285,全拋式採血器,5.0,2022-04-01,202204,T-不計價,True,13
594,2001,DLN3,A04411285,全拋式採血器,5.0,2022-04-02,202204,T-不計價,True,13
595,2002,DLN3,A04411285,全拋式採血器,5.0,2022-04-03,202204,T-不計價,False,13
596,2003,DLN3,A04411285,全拋式採血器,4.0,2022-04-04,202204,T-不計價,False,14
597,2004,DLN3,A04411285,全拋式採血器,5.0,2022-04-05,202204,T-不計價,False,14
598,2005,DLN3,A04411285,全拋式採血器,4.0,2022-04-06,202204,T-不計價,True,14
599,2006,DLN3,A04411285,全拋式採血器,4.0,2022-04-07,202204,T-不計價,True,14
600,2007,DLN3,A04411285,全拋式採血器,2.0,2022-04-08,202204,T-不計價,True,14
601,2008,DLN3,A04411285,全拋式採血器,3.0,2022-04-08,202204,T-不計價,True,14
602,2009,DLN3,A04411285,全拋式採血器,4.0,2022-04-09,202204,T-不計價,False,14
603,2010,DLN3,A04411285,全拋式採血器,2.0,2022-04-09,202204,T-不計價,False,14
604,2011,DLN3,A04411285,全拋式採血器,4.0,2022-04-10,202204,T-不計價,False,14
605,2012,DLN3,A04411285,全拋式採血器,4.0,2022-04-10,202204,T-不計價,False,14
606,2013,DLN3,A04411285,全拋式採血器,4.0,2022-04-11,202204,T-不計價,True,15
607,2014,DLN3,A04411285,全拋式採血器,4.0,2022-04-11,202204,T-不計價,True,15
608,2015,DLN3,A04411285,全拋式採血器,4.0,2022-04-12,202204,T-不計價,True,15
609,2016,DLN3,A04411285,全拋式採血器,4.0,2022-04-12,202204,T-不計價,True,15
610,2017,DLN3,A04411285,全拋式採血器,4.0,2022-04-13,202204,T-不計價,True,15
611,2018,DLN3,A04411285,全拋式採血器,1.0,2022-04-13,202204,T-不計價,True,15
612,2019,DLN3,A04411285,全拋式採血器,1.0,2022-04-14,202204,T-不計價,True,15
613,2020,DLN3,A04411285,全拋式採血器,3.0,2022-04-14,202204,T-不計價,True,15
614,2021,DLN3,A04411285,全拋式採血器,4.0,2022-04-15,202204,T-不計價,True,15
615,2022,DLN3,A04411285,全拋式採血器,1.0,2022-04-16,202204,T-不計價,False,15
616,2023,DLN3,A04411285,全拋式採血器,3.0,2022-04-16,202204,T-不計價,False,15
617,2024,DLN3,A04411285,全拋式採血器,1.0,2022-04-17,202204,T-不計價,False,15
618,2025,DLN3,A04411285,全拋式採血器,3.0,2022-04-17,202204,T-不計價,False,15
619,2026,DLN3,A04411285,全拋式採血器,1.0,2022-04-18,202204,T-不計價,True,16
620,2027,DLN3,A04411285,全拋式採血器,4.0,2022-04-18,202204,T-不計價,True,16
621,2028,DLN3,A04411285,全拋式採血器,5.0,2022-04-19,202204,T-不計價,True,16
622,2029,DLN3,A04411285,全拋式採血器,4.0,2022-04-19,202204,T-不計價,True,16
623,2030,DLN3,A04411285,全拋式採血器,4.0,2022-04-20,202204,T-不計價,True,16
624,2031,DLN3,A04411285,全拋式採血器,4.0,2022-04-20,202204,T-不計價,True,16
625,2032,DLN3,A04411285,全拋式採血器,4.0,2022-04-21,202204,T-不計價,True,16
626,2033,DLN3,A04411285,全拋式採血器,4.0,2022-04-21,202204,T-不計價,True,16
627,2034,DLN3,A04411285,全拋式採血器,2.0,2022-04-22,202204,T-不計價,True,16
628,2035,DLN3,A04411285,全拋式採血器,1.0,2022-04-22,202204,T-不計價,True,16
629,2036,DLN3,A04411285,全拋式採血器,1.0,2022-04-23,202204,T-不計價,False,16
630,2037,DLN3,A04411285,全拋式採血器,1.0,2022-04-23,202204,T-不計價,False,16
631,2038,DLN3,A04411285,全拋式採血器,2.0,2022-04-24,202204,T-不計價,True,16
632,2039,DLN3,A04411285,全拋式採血器,1.0,2022-04-25,202204,T-不計價,True,17
633,2040,DLN3,A04411285,全拋式採血器,2.0,2022-04-25,202204,T-不計價,True,17
634,2041,DLN3,A04411285,全拋式採血器,2.0,2022-04-26,202204,T-不計價,True,17
635,2042,DLN3,A04411285,全拋式採血器,6.0,2022-04-27,202204,T-不計價,True,17
636,2043,DLN3,A04411285,全拋式採血器,2.0,2022-04-28,202204,T-不計價,True,17
637,2044,DLN3,A04411285,全拋式採血器,1.0,2022-04-29,202204,T-不計價,True,17
638,2045,DLN3,A04411285,全拋式採血器,1.0,2022-04-30,202204,T-不計價,False,17
639,2046,DLN3,A04411285,全拋式採血器,1.0,2022-05-01,202205,T-不計價,False,17
640,2047,DLN3,A04411285,全拋式採血器,1.0,2022-05-02,202205,T-不計價,False,18
641,2048,DLN3,A04411285,全拋式採血器,1.0,2022-05-02,202205,T-不計價,False,18
642,2049,DLN3,A04411285,全拋式採血器,1.0,2022-05-03,202205,T-不計價,False,18
643,2050,DLN3,A04411285,全拋式採血器,1.0,2022-05-04,202205,T-不計價,False,18
644,2051,DLN3,A04411285,全拋式採血器,1.0,2022-05-05,202205,T-不計價,True,18
645,2052,DLN3,A04411285,全拋式採血器,1.0,2022-05-06,202205,T-不計價,True,18
646,2053,DLN3,A04411285,全拋式採血器,1.0,2022-05-06,202205,T-不計價,True,18
647,2054,DLN3,A04411285,全拋式採血器,1.0,2022-05-06,202205,T-不計價,True,18
648,2055,DLN3,A04411285,全拋式採血器,4.0,2022-05-07,202205,T-不計價,True,18
649,2056,DLN3,A04411285,全拋式採血器,1.0,2022-05-07,202205,T-不計價,True,18
650,2057,DLN3,A04411285,全拋式採血器,4.0,2022-05-08,202205,T-不計價,False,18
651,2058,DLN3,A04411285,全拋式採血器,1.0,2022-05-08,202205,T-不計價,False,18
652,2059,DLN3,A04411285,全拋式採血器,1.0,2022-05-09,202205,T-不計價,True,19
653,2060,DLN3,A04411285,全拋式採血器,4.0,2022-05-09,202205,T-不計價,True,19
654,2061,DLN3,A04411285,全拋式採血器,1.0,2022-05-10,202205,T-不計價,True,19
655,2062,DLN3,A04411285,全拋式採血器,4.0,2022-05-10,202205,T-不計價,True,19
656,2063,DLN3,A04411285,全拋式採血器,4.0,2022-05-11,202205,T-不計價,True,19
657,2064,DLN3,A04411285,全拋式採血器,1.0,2022-05-12,202205,T-不計價,True,19
658,2065,DLN3,A04411285,全拋式採血器,4.0,2022-05-12,202205,T-不計價,True,19
659,2066,DLN3,A04411285,全拋式採血器,3.0,2022-05-13,202205,T-不計價,True,19
660,2067,DLN3,A04411285,全拋式採血器,1.0,2022-05-13,202205,T-不計價,True,19
661,2068,DLN3,A04411285,全拋式採血器,1.0,2022-05-13,202205,T-不計價,True,19
662,2069,DLN3,A04411285,全拋式採血器,4.0,2022-05-14,202205,T-不計價,False,19
663,2070,DLN3,A04411285,全拋式採血器,1.0,2022-05-14,202205,T-不計價,False,19
664,2071,DLN3,A04411285,全拋式採血器,1.0,2022-05-15,202205,T-不計價,False,19
665,2072,DLN3,A04411285,全拋式採血器,4.0,2022-05-15,202205,T-不計價,False,19
666,2073,DLN3,A04411285,全拋式採血器,1.0,2022-05-16,202205,T-不計價,True,20
667,2074,DLN3,A04411285,全拋式採血器,4.0,2022-05-16,202205,T-不計價,True,20
668,2075,DLN3,A04411285,全拋式採血器,1.0,2022-05-17,202205,T-不計價,True,20
669,2076,DLN3,A04411285,全拋式採血器,4.0,2022-05-17,202205,T-不計價,True,20
670,2077,DLN3,A04411285,全拋式採血器,4.0,2022-05-18,202205,T-不計價,True,20
671,2078,DLN3,A04411285,全拋式採血器,1.0,2022-05-18,202205,T-不計價,True,20
672,2079,DLN3,A04411285,全拋式採血器,4.0,2022-05-19,202205,T-不計價,True,20
673,2080,DLN3,A04411285,全拋式採血器,1.0,2022-05-19,202205,T-不計價,True,20
674,2081,DLN3,A04411285,全拋式採血器,4.0,2022-05-20,202205,T-不計價,True,20
675,2082,DLN3,A04411285,全拋式採血器,1.0,2022-05-20,202205,T-不計價,True,20
676,2083,DLN3,A04411285,全拋式採血器,1.0,2022-05-21,202205,T-不計價,False,20
677,2084,DLN3,A04411285,全拋式採血器,4.0,2022-05-21,202205,T-不計價,False,20
678,2085,DLN3,A04411285,全拋式採血器,5.0,2022-05-22,202205,T-不計價,False,20
679,2086,DLN3,A04411285,全拋式採血器,1.0,2022-05-22,202205,T-不計價,False,20
680,2087,DLN3,A04411285,全拋式採血器,1.0,2022-05-22,202205,T-不計價,False,20
681,2088,DLN3,A04411285,全拋式採血器,4.0,2022-05-23,202205,T-不計價,True,21
682,2089,DLN3,A04411285,全拋式採血器,1.0,2022-05-23,202205,T-不計價,True,21
683,2090,DLN3,A04411285,全拋式採血器,1.0,2022-05-23,202205,T-不計價,True,21
684,2091,DLN3,A04411285,全拋式採血器,1.0,2022-05-24,202205,T-不計價,True,21
685,2092,DLN3,A04411285,全拋式採血器,1.0,2022-05-24,202205,T-不計價,True,21
686,2093,DLN3,A04411285,全拋式採血器,4.0,2022-05-24,202205,T-不計價,True,21
687,2094,DLN3,A04411285,全拋式採血器,1.0,2022-05-25,202205,T-不計價,True,21
688,2095,DLN3,A04411285,全拋式採血器,4.0,2022-05-25,202205,T-不計價,True,21
689,2096,DLN3,A04411285,全拋式採血器,1.0,2022-05-25,202205,T-不計價,True,21
690,2097,DLN3,A04411285,全拋式採血器,1.0,2022-05-26,202205,T-不計價,True,21
691,2098,DLN3,A04411285,全拋式採血器,1.0,2022-05-26,202205,T-不計價,True,21
692,2099,DLN3,A04411285,全拋式採血器,4.0,2022-05-26,202205,T-不計價,True,21
693,2100,DLN3,A04411285,全拋式採血器,1.0,2022-05-27,202205,T-不計價,True,21
694,2101,DLN3,A04411285,全拋式採血器,4.0,2022-05-27,202205,T-不計價,True,21
695,2102,DLN3,A04411285,全拋式採血器,1.0,2022-05-27,202205,T-不計價,True,21
696,2103,DLN3,A04411285,全拋式採血器,1.0,2022-05-28,202205,T-不計價,False,21
697,2104,DLN3,A04411285,全拋式採血器,4.0,2022-05-28,202205,T-不計價,False,21
698,2105,DLN3,A04411285,全拋式採血器,1.0,2022-05-28,202205,T-不計價,False,21
699,2106,DLN3,A04411285,全拋式採血器,1.0,2022-05-29,202205,T-不計價,False,21
700,2107,DLN3,A04411285,全拋式採血器,4.0,2022-05-29,202205,T-不計價,False,21
701,2108,DLN3,A04411285,全拋式採血器,1.0,2022-05-29,202205,T-不計價,False,21
702,2109,DLN3,A04411285,全拋式採血器,1.0,2022-05-30,202205,T-不計價,True,22
703,2110,DLN3,A04411285,全拋式採血器,4.0,2022-05-30,202205,T-不計價,True,22
704,2111,DLN3,A04411285,全拋式採血器,1.0,2022-05-30,202205,T-不計價,True,22
705,2112,DLN3,A04411285,全拋式採血器,1.0,2022-05-31,202205,T-不計價,True,22
706,2113,DLN3,A04411285,全拋式採血器,4.0,2022-05-31,202205,T-不計價,True,22
707,2114,DLN3,A04411285,全拋式採血器,1.0,2022-06-01,202206,T-不計價,True,22
708,2115,DLN3,A04411285,全拋式採血器,1.0,2022-06-01,202206,T-不計價,True,22
709,2116,DLN3,A04411285,全拋式採血器,4.0,2022-06-01,202206,T-不計價,True,22
710,2117,DLN3,A04411285,全拋式採血器,1.0,2022-06-02,202206,T-不計價,True,22
711,2118,DLN3,A04411285,全拋式採血器,1.0,2022-06-02,202206,T-不計價,True,22
712,2119,DLN3,A04411285,全拋式採血器,4.0,2022-06-02,202206,T-不計價,True,22
713,2120,DLN3,A04411285,全拋式採血器,1.0,2022-06-03,202206,T-不計價,False,22
714,2121,DLN3,A04411285,全拋式採血器,4.0,2022-06-03,202206,T-不計價,False,22
715,2122,DLN3,A04411285,全拋式採血器,1.0,2022-06-04,202206,T-不計價,False,22
716,2123,DLN3,A04411285,全拋式採血器,4.0,2022-06-04,202206,T-不計價,False,22
717,2124,DLN3,A04411285,全拋式採血器,1.0,2022-06-05,202206,T-不計價,False,22
718,2125,DLN3,A04411285,全拋式採血器,4.0,2022-06-05,202206,T-不計價,False,22
719,2126,DLN3,A04411285,全拋式採血器,4.0,2022-06-06,202206,T-不計價,True,23
720,2127,DLN3,A04411285,全拋式採血器,1.0,2022-06-06,202206,T-不計價,True,23
721,2128,DLN3,A04411285,全拋式採血器,4.0,2022-06-07,202206,T-不計價,True,23
722,2129,DLN3,A04411285,全拋式採血器,1.0,2022-06-07,202206,T-不計價,True,23
723,2130,DLN3,A04411285,全拋式採血器,4.0,2022-06-08,202206,T-不計價,True,23
724,2131,DLN3,A04411285,全拋式採血器,1.0,2022-06-08,202206,T-不計價,True,23
725,2132,DLN3,A04411285,全拋式採血器,-2.0,2022-06-08,202206,T-不計價,True,23
726,2133,DLN3,A04411285,全拋式採血器,4.0,2022-06-08,202206,T-不計價,True,23
727,2134,DLN3,A04411285,全拋式採血器,2.0,2022-06-09,202206,T-不計價,True,23
728,2135,DLN3,A04411285,全拋式採血器,4.0,2022-06-09,202206,T-不計價,True,23
729,2136,DLN3,A04411285,全拋式採血器,1.0,2022-06-09,202206,T-不計價,True,23
730,2137,DLN3,A04411285,全拋式採血器,2.0,2022-06-09,202206,T-不計價,True,23
731,2138,DLN3,A04411285,全拋式採血器,4.0,2022-06-10,202206,T-不計價,True,23
732,2139,DLN3,A04411285,全拋式採血器,1.0,2022-06-10,202206,T-不計價,True,23
733,2140,DLN3,A04411285,全拋式採血器,4.0,2022-06-10,202206,T-不計價,True,23
734,2141,DLN3,A04411285,全拋式採血器,1.0,2022-06-11,202206,T-不計價,False,23
735,2142,DLN3,A04411285,全拋式採血器,4.0,2022-06-11,202206,T-不計價,False,23
736,2143,DLN3,A04411285,全拋式採血器,4.0,2022-06-11,202206,T-不計價,False,23
737,2144,DLN3,A04411285,全拋式採血器,4.0,2022-06-12,202206,T-不計價,False,23
738,2145,DLN3,A04411285,全拋式採血器,1.0,2022-06-12,202206,T-不計價,False,23
739,2146,DLN3,A04411285,全拋式採血器,4.0,2022-06-12,202206,T-不計價,False,23
740,2147,DLN3,A04411285,全拋式採血器,1.0,2022-06-13,202206,T-不計價,True,24
741,2148,DLN3,A04411285,全拋式採血器,4.0,2022-06-13,202206,T-不計價,True,24
742,2149,DLN3,A04411285,全拋式採血器,4.0,2022-06-13,202206,T-不計價,True,24
743,2150,DLN3,A04411285,全拋式採血器,1.0,2022-06-13,202206,T-不計價,True,24
744,2151,DLN3,A04411285,全拋式採血器,2.0,2022-06-14,202206,T-不計價,True,24
745,2152,DLN3,A04411285,全拋式採血器,1.0,2022-06-14,202206,T-不計價,True,24
746,2153,DLN3,A04411285,全拋式採血器,2.0,2022-06-14,202206,T-不計價,True,24
747,2154,DLN3,A04411285,全拋式採血器,4.0,2022-06-14,202206,T-不計價,True,24
748,2155,DLN3,A04411285,全拋式採血器,5.0,2022-06-14,202206,T-不計價,True,24
749,2156,DLN3,A04411285,全拋式採血器,4.0,2022-06-15,202206,T-不計價,True,24
750,2157,DLN3,A04411285,全拋式採血器,1.0,2022-06-15,202206,T-不計價,True,24
751,2158,DLN3,A04411285,全拋式採血器,4.0,2022-06-15,202206,T-不計價,True,24
752,2159,DLN3,A04411285,全拋式採血器,3.0,2022-06-15,202206,T-不計價,True,24
753,2160,DLN3,A04411285,全拋式採血器,4.0,2022-06-16,202206,T-不計價,True,24
754,2161,DLN3,A04411285,全拋式採血器,2.0,2022-06-16,202206,T-不計價,True,24
755,2162,DLN3,A04411285,全拋式採血器,4.0,2022-06-16,202206,T-不計價,True,24
756,2163,DLN3,A04411285,全拋式採血器,1.0,2022-06-16,202206,T-不計價,True,24
757,2164,DLN3,A04411285,全拋式採血器,3.0,2022-06-16,202206,T-不計價,True,24
758,2165,DLN3,A04411285,全拋式採血器,4.0,2022-06-17,202206,T-不計價,True,24
759,2166,DLN3,A04411285,全拋式採血器,4.0,2022-06-17,202206,T-不計價,True,24
760,2167,DLN3,A04411285,全拋式採血器,1.0,2022-06-17,202206,T-不計價,True,24
761,2168,DLN3,A04411285,全拋式採血器,4.0,2022-06-17,202206,T-不計價,True,24
762,2169,DLN3,A04411285,全拋式採血器,4.0,2022-06-18,202206,T-不計價,False,24
763,2170,DLN3,A04411285,全拋式採血器,1.0,2022-06-18,202206,T-不計價,False,24
764,2171,DLN3,A04411285,全拋式採血器,4.0,2022-06-18,202206,T-不計價,False,24
765,2172,DLN3,A04411285,全拋式採血器,4.0,2022-06-18,202206,T-不計價,False,24
766,2173,DLN3,A04411285,全拋式採血器,4.0,2022-06-19,202206,T-不計價,False,24
767,2174,DLN3,A04411285,全拋式採血器,4.0,2022-06-19,202206,T-不計價,False,24
768,2175,DLN3,A04411285,全拋式採血器,1.0,2022-06-19,202206,T-不計價,False,24
769,2176,DLN3,A04411285,全拋式採血器,4.0,2022-06-19,202206,T-不計價,False,24
770,2177,DLN3,A04411285,全拋式採血器,4.0,2022-06-20,202206,T-不計價,True,25
771,2178,DLN3,A04411285,全拋式採血器,4.0,2022-06-20,202206,T-不計價,True,25
772,2179,DLN3,A04411285,全拋式採血器,1.0,2022-06-20,202206,T-不計價,True,25
773,2180,DLN3,A04411285,全拋式採血器,4.0,2022-06-20,202206,T-不計價,True,25
774,2181,DLN3,A04411285,全拋式採血器,4.0,2022-06-21,202206,T-不計價,True,25
775,2182,DLN3,A04411285,全拋式採血器,1.0,2022-06-21,202206,T-不計價,True,25
776,2183,DLN3,A04411285,全拋式採血器,4.0,2022-06-21,202206,T-不計價,True,25
777,2184,DLN3,A04411285,全拋式採血器,4.0,2022-06-21,202206,T-不計價,True,25
778,2185,DLN3,A04411285,全拋式採血器,4.0,2022-06-22,202206,T-不計價,True,25
779,2186,DLN3,A04411285,全拋式採血器,1.0,2022-06-22,202206,T-不計價,True,25
780,2187,DLN3,A04411285,全拋式採血器,4.0,2022-06-22,202206,T-不計價,True,25
781,2188,DLN3,A04411285,全拋式採血器,4.0,2022-06-22,202206,T-不計價,True,25
782,2189,DLN3,A04411285,全拋式採血器,4.0,2022-06-23,202206,T-不計價,True,25
783,2190,DLN3,A04411285,全拋式採血器,4.0,2022-06-23,202206,T-不計價,True,25
784,2191,DLN3,A04411285,全拋式採血器,1.0,2022-06-23,202206,T-不計價,True,25
785,2192,DLN3,A04411285,全拋式採血器,4.0,2022-06-23,202206,T-不計價,True,25
786,2193,DLN3,A04411285,全拋式採血器,4.0,2022-06-24,202206,T-不計價,True,25
787,2194,DLN3,A04411285,全拋式採血器,4.0,2022-06-24,202206,T-不計價,True,25
788,2195,DLN3,A04411285,全拋式採血器,1.0,2022-06-24,202206,T-不計價,True,25
789,2196,DLN3,A04411285,全拋式採血器,4.0,2022-06-24,202206,T-不計價,True,25
790,2197,DLN3,A04411285,全拋式採血器,3.0,2022-06-25,202206,T-不計價,False,25
791,2198,DLN3,A04411285,全拋式採血器,1.0,2022-06-25,202206,T-不計價,False,25
792,2199,DLN3,A04411285,全拋式採血器,4.0,2022-06-25,202206,T-不計價,False,25
793,2200,DLN3,A04411285,全拋式採血器,4.0,2022-06-25,202206,T-不計價,False,25
794,2201,DLN3,A04411285,全拋式採血器,4.0,2022-06-26,202206,T-不計價,False,25
795,2202,DLN3,A04411285,全拋式採血器,1.0,2022-06-26,202206,T-不計價,False,25
796,2203,DLN3,A04411285,全拋式採血器,4.0,2022-06-26,202206,T-不計價,False,25
797,2204,DLN3,A04411285,全拋式採血器,4.0,2022-06-26,202206,T-不計價,False,25
798,2205,DLN3,A04411285,全拋式採血器,4.0,2022-06-27,202206,T-不計價,True,26
799,2206,DLN3,A04411285,全拋式採血器,1.0,2022-06-27,202206,T-不計價,True,26
800,2207,DLN3,A04411285,全拋式採血器,4.0,2022-06-27,202206,T-不計價,True,26
801,2208,DLN3,A04411285,全拋式採血器,4.0,2022-06-27,202206,T-不計價,True,26
802,2209,DLN3,A04411285,全拋式採血器,1.0,2022-06-28,202206,T-不計價,True,26
803,2210,DLN3,A04411285,全拋式採血器,4.0,2022-06-28,202206,T-不計價,True,26
804,2211,DLN3,A04411285,全拋式採血器,4.0,2022-06-28,202206,T-不計價,True,26
805,2212,DLN3,A04411285,全拋式採血器,4.0,2022-06-28,202206,T-不計價,True,26
806,2213,DLN3,A04411285,全拋式採血器,1.0,2022-06-29,202206,T-不計價,True,26
807,2214,DLN3,A04411285,全拋式採血器,4.0,2022-06-29,202206,T-不計價,True,26
808,2215,DLN3,A04411285,全拋式採血器,1.0,2022-06-29,202206,T-不計價,True,26
809,2216,DLN3,A04411285,全拋式採血器,4.0,2022-06-29,202206,T-不計價,True,26
810,2217,DLN3,A04411285,全拋式採血器,1.0,2022-06-30,202206,T-不計價,True,26
